,id,chat_history,gt_response,RLPA_response,blenderbot_response
3791,3791,"[usr] I saw a guy deadlift 700lbs at the gym the other day. I was in awe. [sys] Oh my god, that is a LOT of weight! [usr] Yeah it is, it seemed like he had every plate in the gym on the bar. I've never seen someone lift that much in person before.","That's really cool, I honestly can't even imagine someone lifting that much!","Goodness, that's a lot of weight for just one person. I wonder how he does it.","I would be so jealous of him if I were you, he must be strong as hell."
3792,3792,[usr] I got to go to a cat cafe when no one else was around!,"I've been to one before with my girlfriend, what an amazing experience eh?",That sounds so fun! I love going to cat cafes with my cat Oreo.,That sounds so relaxing! I love cats but I'm allergic to them so we can't have any.
3793,3793,"[usr] I got to go to a cat cafe when no one else was around! [sys] I've been to one before with my girlfriend, what an amazing experience eh? [usr] It was! I was the only one around so all the cats came to spend time with me",Aren't you the luckiest?,That's great! Did you get to play with any of the cool toys they had?,"That sounds like a great time, I'm glad you got to spend some time with them."
3794,3794,[usr] I walked out to my car theo ther day and felt something hit my face.,Really? What was it?,Oh no! I'm so sorry to hear that. I hope it wasn't anything too serious.,"Oh no, what happened to cause the car to be hit by a car, if you don't mind me asking."
3795,3795,[usr] I walked out to my car theo ther day and felt something hit my face. [sys] Really? What was it? [usr] A GIANT SPIDER! It was terrible and I was so startled!,Oh gross! I would be startled too!,Wow! That would be startling. I'm glad you're okay. Spiders are the worst!,"Wow, that is terrifying! I hope it wasn't a black spider. Those things are mean."
3796,3796,"[usr] When I can home, my cat was laying on the pile of laundry that I had pulled out of the dryer before work. Now it's covered in hair.",You must be mad at the cat for that.,That is terrible.  Is your cat allergic to something in the cat's diet?,"Cats are always getting into things they shouldn't, I swear they have minds of their own"
3797,3797,"[usr] When I can home, my cat was laying on the pile of laundry that I had pulled out of the dryer before work. Now it's covered in hair. [sys] You must be mad at the cat for that. [usr] Well it's pretty inconvenient, that's for sure. Nothing I can really do about it now. Just got to keep the door closed I guess.","You got too, my cats dont do that thankfully.",Maybe you should cut its hair so it doesn't get covered in the next time so it won't happen again.,"I guess you'll just have to get used to it, sorry to hear that happened to you."
3798,3798,"[usr] Today when I went into my roommate's office to fix the internet, I noticed the collar of his old cat that passed away. I miss her.",I am so sorry to hear that. We need memories of our fur babies to help us in our grief.,How long did you have the cat for? It's nice that you took the time to say goodbye to it.,"Oh no, that is so sad. I am sure she is in a better place now."
3799,3799,"[usr] Today when I went into my roommate's office to fix the internet, I noticed the collar of his old cat that passed away. I miss her. [sys] I am so sorry to hear that. We need memories of our fur babies to help us in our grief. [usr] Yeah, she wasn't my favorite cat, but I still miss her. Cancer sucks.",People do not realize that Animals can get cancer too.  Its more common than we may think.,I hope that you can at least cherish the memories that you did have with her.,I hope that you can at least cherish the memories that you did have with her.
3800,3800,[usr] Sometimes an old song runs through my head and I remember the times where I used to listen to songs so many times that I memorized the words,That sounds nice. It's always good to remember better times. What kind of music?,Music can do that to you sometimes. I do it all the time when I listen to music.,Music can do that to you sometimes. I do it all the time while I'm driving.
3801,3801,"[usr] Sometimes an old song runs through my head and I remember the times where I used to listen to songs so many times that I memorized the words [sys] That sounds nice. It's always good to remember better times. What kind of music? [usr] Like old kind of emo songs, full of angst and whatnot","Ha, I used to listen to that stuff back in high school. The My Chemical Romance gets me every time.",Oh I see. That sounds like fun. You should go listen to it again sometime.,Oh I see. That sounds like it would be a nice way to remember the good times.
3802,3802,[usr] The other night when I was taking my dog out to go to the bathroom really late. I heard some rustling in the bushes and panicked.,Guess you dog isn't one that's going to take the bullet?,"Oh no, was it a puppy? They do that when they feel like they need to go.","Oh man, that must have been really scary! I hope nothing happened to your pooch."
3803,3803,"[usr] The other night when I was taking my dog out to go to the bathroom really late. I heard some rustling in the bushes and panicked. [sys] Guess you dog isn't one that's going to take the bullet? [usr] Oh she was ready to fight whatever it was, but she was on a leash thankfully. No, I'm just really easily started, all that anxiety over an armadillo. Im so ashamed lol.",lol I've never seen an armadillo but that sounds freaky!,Don't be too hard on yourself. Everyone makes mistakes. Is she just a puppy?,Don't be too hard on yourself. I'm sure your dog is a good dog and will forgive you.
3804,3804,"[usr] I found an injured bird in my yard today, it was only a baby to!",Did you help it?,Oh no!  What did you do?  I can't bring myself to touch injured animals.,"Well, at least you didn't hurt it and it died a little bit before you could take it to the vet."
